ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Response
2926,1952,Master,Together,55951,0,1,23-08-12,62,1241,0,40,3,3,6,11,8,0,1,0
2874,1988,,Divorced,,1,0,07-03-13,20,6,4,,,1,0,3,,0,0,0
9738,1986,Master,Together,42386,1,0,13-01-13,43,65,4,11,1,,0,3,8,0,,0
7119,1982,Graduation,Single,68627,,0,,45,395,15,38,1,2,3,6,1,0,,0
,1965,PhD,Divorced,57912,0,1,17-03-14,,801,0,35,,,3,12,5,0,0,0
,,Graduation,Divorced,35246,1,1,16-04-14,53,36,0,10,4,3,,3,,0,0,0
5596,1956,2n Cycle,Together,58821,0,1,12-10-13,44,513,14,28,1,9,2,9,6,,0,0
,1978,,,46377,1,0,01-03-14,89,,0,0,1,2,,3,4,0,0,0
,1988,,Single,39747,1,0,13-04-14,43,80,15,52,3,5,1,4,8,,,0
9491,1984,Graduation,,23976,1,0,27-12-13,68,14,1,25,3,,1,3,7,0,0,0
9274,1961,Master,Married,,0,0,28-03-13,44,525,147,,1,6,7,9,2,1,0,0
6609,1966,Graduation,Widow,27038,0,0,18-09-12,64,1,26,15,1,3,0,3,9,0,0,1
6963,1947,Graduation,Single,77457,0,0,05-03-14,85,675,,,1,2,5,10,1,0,0,
4440,1964,Master,Married,64100,0,1,10-09-13,93,509,,,1,8,3,6,7,,0,0
1379,,Master,,,0,0,27-04-13,,154,2,15,1,4,2,,4,0,0,0
10032,1976,Graduation,Divorced,12571,1,,18-01-14,86,3,,17,4,3,1,3,,0,0,0
2826,1967,Graduation,Married,22574,2,1,28-10-13,,25,0,2,2,2,0,3,7,0,0,
2437,,Graduation,Married,,,0,03-06-13,69,861,138,61,1,6,,12,3,1,0,0
6320,1976,Master,Single,,0,0,06-02-13,42,768,44,14,,6,6,10,3,,0,0
3050,1966,Graduation,Married,,1,1,17-12-13,13,,0,17,6,,1,6,4,,0,0
231,,Master,Together,,1,1,11-03-14,86,,0,1,2,2,0,3,5,0,0,
2392,1972,Graduation,,40321,1,,29-07-13,59,44,4,27,2,3,0,3,7,0,0,0
9478,1985,Graduation,Single,66503,,0,14-08-12,30,91,64,50,2,4,3,6,,,0,0
113,1951,Graduation,Married,30833,1,,16-07-13,33,11,0,,2,1,0,,,0,0,0
2863,1970,Graduation,Single,,1,2,23-08-13,67,,20,,6,2,3,10,7,1,0,0
1802,1971,,Married,,0,1,17-01-13,23,412,,77,3,3,3,12,2,,0,0
520,1974,Graduation,,34421,,0,01-07-13,,3,3,9,1,1,0,2,7,0,0,0
8275,1965,PhD,Divorced,47025,1,1,09-02-14,6,,0,1,1,1,0,2,7,0,0,0
9750,1961,PhD,,64325,0,1,,41,,60,73,5,10,3,5,7,0,,0
2607,1953,,Single,40464,0,1,11-01-13,78,424,17,41,6,,2,8,8,0,0,0
7214,,Graduation,Married,62187,,0,05-07-13,,792,0,126,1,4,8,5,3,0,0,0
5835,1976,,Divorced,,1,0,02-07-13,,,2,9,3,2,0,,8,0,0,
,1984,Graduation,Married,27255,1,0,07-11-13,3,,1,2,,1,0,3,,0,0,0
10350,1950,,Married,54432,2,1,09-05-13,37,,0,,1,1,0,3,4,0,0,0
7786,1986,PhD,Single,29999,1,0,13-02-13,22,68,7,,4,3,1,4,8,0,0,0
2861,1983,Graduation,Single,24072,1,0,16-04-13,79,9,,4,1,1,,2,8,0,0,0
663,1989,PhD,Single,33996,0,0,11-09-13,46,40,2,,1,1,1,3,4,0,0,0
10675,1956,,Married,66334,0,1,03-04-13,82,909,,,2,9,3,,5,0,0,1
2521,1971,Master,Married,35178,1,,,10,23,,18,1,1,1,2,7,0,0,1
9592,1983,Graduation,Together,22010,1,,30-06-13,,11,2,,2,,0,3,8,0,0,0
10151,,Graduation,Divorced,,,2,,38,317,46,139,1,4,5,12,3,0,0,0
7381,1968,Graduation,,75693,0,0,06-12-12,10,797,,30,1,11,,6,4,1,0,
4099,1972,Graduation,,30675,,0,12-11-12,14,10,2,21,1,1,,3,8,0,0,0
,1965,Graduation,Together,83003,0,,03-03-13,18,856,61,,1,7,6,8,,0,0,1
1150,,PhD,Together,83532,0,0,26-09-13,36,755,144,224,1,,6,4,1,0,0,0
10172,1988,,Single,68655,0,0,10-08-12,95,456,,38,,4,5,,3,0,0,0
11191,1986,Graduation,Divorced,41411,0,0,07-12-13,11,37,32,18,1,,1,4,6,0,0,0
9707,1969,PhD,Married,,0,1,23-11-12,65,1103,0,34,3,4,2,11,8,0,1,0
6245,1950,,Together,59292,0,1,13-06-13,71,378,14,14,2,,5,8,,0,0,0
8234,1973,Basic,Together,27190,1,,15-08-13,13,,6,3,,1,0,2,8,0,0,1
1411,1952,,Divorced,82623,0,0,10-11-13,58,204,34,173,1,,9,,,0,0,0
8553,1965,,Married,44300,1,1,23-06-13,65,30,0,3,2,1,0,3,6,0,,0
1826,1970,Graduation,,84835,0,0,16-06-14,0,189,104,218,1,4,,6,1,0,0,1
,1971,Graduation,Widow,30372,1,,25-12-12,33,15,0,7,,2,0,,7,0,0,
11030,1976,Master,Married,,1,0,03-01-14,90,9,0,4,1,1,0,2,6,0,0,0
,1957,Graduation,Married,71113,0,,17-12-13,,495,33,,4,6,7,9,4,0,0,0
175,1986,,Married,71952,,0,10-01-13,93,,80,93,2,8,,8,4,0,0,0
9185,1966,PhD,Single,69759,0,0,28-10-13,38,452,20,0,3,4,6,5,3,0,0,
11056,1974,Graduation,Married,,0,0,27-10-12,,546,91,,1,3,4,10,1,,0,0
9365,1976,,Single,60000,0,1,,57,1048,0,12,5,11,3,5,6,0,0,0
6201,1978,Graduation,Single,38643,1,,29-11-13,45,22,2,10,2,2,0,3,7,0,0,0
,1955,Graduation,Married,50737,0,1,,61,,0,10,1,2,0,4,6,0,0,0
6184,1969,,Married,68462,0,0,12-12-12,6,561,64,48,1,3,3,8,1,,0,
6142,1943,Master,Married,65073,0,,20-08-13,65,629,17,,1,,3,5,,0,0,0
4107,,PhD,Together,46681,0,2,08-10-13,52,269,15,38,,4,6,4,5,0,0,
7274,1957,Graduation,Married,78618,0,0,28-09-12,87,736,163,61,1,4,7,10,2,0,0,0
9336,1969,PhD,Widow,62187,0,1,22-03-14,38,512,,41,3,6,2,10,4,0,,0
2958,,Graduation,Married,28442,2,0,,53,,3,,3,2,1,4,4,0,0,0
933,1978,PhD,Married,37717,1,0,23-11-12,31,9,0,5,1,1,0,2,9,0,0,
5837,1967,Graduation,Married,51479,1,1,28-12-12,67,247,8,65,,6,3,6,7,0,0,0
10704,,Graduation,Single,54803,0,1,21-08-12,65,404,0,142,2,,,9,,0,0,
5125,1960,Graduation,Married,79530,0,,17-05-13,,333,,29,1,,10,11,2,0,,0
4432,1976,Graduation,Divorced,31615,1,0,,82,,3,,2,,0,,7,0,0,0
,1962,Graduation,Together,72025,,,17-11-12,27,833,33,233,1,4,3,8,3,0,0,0
2928,,PhD,Single,,0,1,,63,789,0,,2,,4,8,8,0,0,0
5680,1984,2n Cycle,Married,35684,1,0,22-04-14,66,10,4,3,1,1,0,3,6,0,0,0
10313,,,Married,48178,,1,28-10-12,69,,4,,6,5,1,4,8,0,,0
2557,,Master,,,1,0,,52,7,,11,1,1,1,2,4,,0,0
1245,1966,,Single,63810,0,1,11-11-12,,977,12,101,4,4,3,12,,0,,0
1519,1972,PhD,Single,38578,1,1,22-06-13,2,38,,3,,3,0,3,8,0,0,1
10703,1975,Master,Single,46098,1,1,18-08-12,86,57,0,36,4,3,2,2,8,,0,0
,1970,Graduation,,22585,0,0,18-03-13,,3,9,39,1,1,1,2,9,,0,1
4459,1989,Graduation,Single,30279,1,0,30-12-12,13,,4,1,1,1,0,3,8,0,0,0
1729,1961,PhD,Together,66426,,1,,14,1043,24,157,2,3,,10,,0,0,0
1517,1969,Graduation,Single,30822,,0,,92,3,9,12,1,1,0,,7,0,0,0
2098,1969,PhD,Married,33581,2,0,08-01-13,38,,0,1,1,,,,,0,0,0
9543,1985,Graduation,Married,19986,,0,14-11-13,74,3,6,6,1,0,0,3,7,0,0,0
6878,1954,Graduation,Widow,27421,0,0,12-12-12,,43,12,55,3,4,1,,7,,0,0
3310,,2n Cycle,Married,35688,2,1,22-08-12,94,73,3,32,7,,1,,8,,0,0
2724,,Master,Single,36143,1,,30-03-14,33,,0,6,1,0,1,2,3,0,0,0
948,1971,Graduation,Single,10245,1,0,15-05-13,32,4,7,,3,1,2,2,5,,0,0
6720,1968,Master,Together,43795,,,16-10-13,11,314,11,107,3,7,3,4,7,0,0,1
6202,1960,Graduation,Together,63381,0,1,05-10-12,78,571,50,159,4,4,5,13,2,0,0,0
2066,,Graduation,Together,38823,0,1,30-08-12,56,70,0,23,1,,1,3,6,0,0,0
9799,1968,PhD,,83664,1,1,08-05-13,57,,,86,3,2,2,12,5,0,0,0
8318,1979,,Together,90300,0,0,03-01-14,7,,134,57,0,5,6,8,1,0,0,0
5642,1979,Master,Together,62499,1,0,09-12-13,0,140,4,4,2,3,1,,4,0,0,0
2669,1993,Graduation,,74293,0,0,04-05-14,66,375,152,81,1,5,4,6,2,0,,
455,1946,PhD,Married,51012,0,0,,86,102,9,24,,4,1,4,6,0,0,0
7683,,Master,Married,70777,,1,25-02-14,,,35,78,3,5,3,12,3,0,0,0
,1991,PhD,Together,68682,0,0,,56,919,0,45,1,,9,10,2,0,0,0
7414,1971,,Married,43824,,1,15-09-12,18,96,1,32,,3,1,4,8,0,0,0
6354,1984,,Together,15345,1,0,31-08-12,51,5,,19,2,1,,2,8,0,0,
798,,,Single,23442,,0,24-12-12,71,2,0,5,1,,0,3,7,0,0,
8213,1980,2n Cycle,Together,14515,1,0,09-11-12,71,6,,35,4,2,2,3,7,,,
2488,1956,2n Cycle,Divorced,31395,1,1,23-03-13,80,23,,7,4,,1,3,6,0,0,0
9999,1965,Graduation,Together,75276,,0,,2,,105,21,1,9,4,9,,0,0,0
7617,1974,Graduation,Single,,1,1,15-08-13,83,67,,19,5,2,1,5,5,0,0,
615,1960,Graduation,Together,30507,,0,11-03-13,29,65,36,110,1,5,1,4,7,0,0,0
2552,1955,,Single,55521,1,2,,11,416,0,4,9,6,3,6,7,0,0,1
194,1965,Graduation,Married,48006,1,1,09-06-14,55,23,0,2,1,,0,3,6,,0,0
3645,1972,,Single,27213,,0,,,19,3,3,3,2,0,4,8,0,0,1
,1971,PhD,Divorced,65808,,1,30-05-14,1,155,7,10,3,5,1,5,,0,0,0
5049,1974,PhD,Together,30351,1,0,,19,14,0,,1,3,0,2,9,0,0,0
9973,1963,Graduation,Married,50437,,2,17-10-12,28,370,9,4,3,7,1,8,7,0,0,0
7301,1982,2n Cycle,Single,23616,1,0,17-11-12,76,4,22,32,2,3,0,3,8,0,0,1
10882,1976,Graduation,,53858,0,1,09-11-12,50,407,53,26,4,4,3,6,4,0,0,0
,,PhD,Married,66465,0,1,30-03-13,1,1200,0,14,3,11,9,12,,1,0,0
7422,1987,Graduation,,46923,1,0,22-08-12,90,85,44,6,,,1,7,7,0,0,
3523,1962,Graduation,Together,75072,0,1,23-01-13,83,583,34,,2,5,4,,3,0,0,0
,1943,PhD,Married,75865,,0,31-03-14,,483,0,12,1,3,5,,1,0,0,0
6504,,2n Cycle,Together,19789,1,0,20-11-13,24,2,5,28,3,2,1,,5,0,0,0
5067,1994,Graduation,Together,80134,0,0,14-02-14,,966,26,26,1,2,,11,5,1,1,0
4216,1981,Graduation,Single,,,0,22-02-13,33,822,114,114,,7,9,9,3,1,0,1
8581,,Master,Married,49505,1,1,05-03-13,4,604,,,9,10,2,8,8,0,0,0
,1973,PhD,Married,37401,,0,06-05-14,14,,3,,2,2,,3,7,0,0,0
,1983,Graduation,Married,,,0,,30,5,3,9,1,2,0,3,,0,0,0
6528,1982,Master,,18492,1,0,05-06-14,75,,2,1,1,1,0,2,8,0,0,0
1361,1974,Master,Married,82584,0,0,04-06-13,26,1076,68,68,1,3,4,8,,0,0,1
6932,1941,PhD,Married,93027,0,0,13-04-13,77,1285,42,21,0,7,10,5,2,,,0
7284,,Graduation,Married,48686,1,2,04-12-13,8,10,0,,,,0,2,8,0,0,0
1340,,,,,0,0,24-04-14,42,551,137,33,1,6,7,13,1,1,0,0
8746,1989,Graduation,Married,,1,0,05-04-14,28,800,,57,2,2,5,10,6,1,0,0
5987,1989,2n Cycle,Together,,1,0,04-05-14,52,2,2,12,2,1,,4,5,,0,0
,,Graduation,Married,61314,,1,,1,378,,172,2,5,5,12,3,0,0,0
3725,1961,PhD,Single,84865,0,0,09-05-13,1,1248,16,16,1,,4,9,4,1,1,
4324,1989,Graduation,Married,,1,0,29-10-12,42,235,0,191,5,8,1,7,8,0,,
,1967,2n Cycle,Together,67309,,1,23-01-13,76,,47,95,15,,6,9,7,,0,0
6694,,Graduation,Married,75236,0,1,25-11-13,27,438,,114,,8,,13,4,0,0,0
498,1970,Graduation,Single,30015,1,0,02-02-14,,,0,5,2,1,0,,5,0,0,0
9347,1956,Master,,50943,0,,21-06-13,49,31,0,6,1,1,0,3,5,,0,0
9699,1966,Graduation,Divorced,67272,0,1,,,,35,,3,6,2,12,,0,0,0
10664,1949,,Widow,51529,0,1,07-09-13,14,400,4,22,2,9,,5,8,0,0,0
5455,1971,PhD,Married,32011,,0,,89,99,0,5,3,,1,4,7,0,0,
456,1986,2n Cycle,,7500,,0,07-02-13,96,1,,9,2,2,0,3,8,0,0,0
5012,1989,Graduation,Married,28691,1,0,04-07-13,56,5,4,4,,1,0,3,8,,0,0
7495,1948,PhD,Married,56223,0,1,20-12-13,,77,28,4,2,2,1,5,4,0,,
5029,1946,Graduation,Married,,0,0,06-08-13,14,3,1,1,1,0,0,3,,0,,0
10642,1989,Graduation,Single,30279,1,0,,13,10,4,1,1,,0,3,8,0,0,0
2106,1974,2n Cycle,Married,20130,0,0,17-03-14,,,6,12,1,1,0,3,8,,0,0
,1959,,,23295,0,0,13-07-13,72,0,0,5,1,1,0,2,8,,0,0
5954,,Master,Divorced,,1,0,,,76,14,10,2,5,0,4,,0,0,0
1137,1964,Graduation,Single,81246,,0,29-12-13,87,398,190,37,1,,5,7,1,1,0,0
2541,1976,Graduation,Married,24027,1,,09-06-13,7,14,7,5,2,2,0,3,8,0,0,0
1142,1953,PhD,Married,55707,,1,22-12-13,91,208,7,35,2,3,2,9,3,0,0,0
2276,,Graduation,Single,57959,0,1,02-05-13,,430,16,33,5,,7,11,3,0,0,0
2807,,,Married,56796,0,1,16-02-13,24,,,37,3,8,,7,7,0,0,0
,1971,Master,Single,,1,,17-10-13,17,14,2,3,1,,0,4,5,0,,0
6131,1980,2n Cycle,Married,70829,1,,01-12-13,87,,70,23,2,4,2,8,3,0,0,0
6233,1976,Graduation,Married,,0,1,07-09-12,21,507,19,9,3,9,5,10,7,0,0,
4148,1972,Graduation,Married,38988,,2,20-08-12,90,164,,,7,5,1,,8,0,0,0
4947,1966,2n Cycle,Single,89572,0,0,,44,606,24,64,1,7,7,9,,1,,1
3225,1984,Master,Married,42207,1,0,01-04-13,71,116,11,46,4,4,,5,6,0,0,
7540,1952,Graduation,Married,50300,0,1,25-05-14,52,143,15,5,2,,1,8,2,0,0,0
10648,1982,2n Cycle,Together,66664,,0,,78,398,96,32,1,5,,,3,0,0,0
1992,1964,Graduation,Married,,0,1,01-01-14,2,522,0,,4,2,2,8,7,1,0,1
7851,1949,,,70165,,0,,60,161,0,122,,3,7,,1,0,,0
8594,1958,PhD,Widow,50520,0,1,28-01-14,25,112,0,14,2,3,1,3,6,,0,0
7059,1963,Graduation,Married,80124,0,0,26-06-14,47,483,84,241,1,3,7,8,1,0,0,0
,1975,Graduation,Married,33183,,0,,46,,5,37,2,4,0,3,7,0,0,0
2416,1969,PhD,Single,66582,0,0,03-03-14,83,789,25,0,1,2,8,9,1,0,,
7999,1955,PhD,,,0,0,23-04-13,17,1239,17,,,5,6,5,2,0,,
9213,1970,Graduation,Widow,31880,,,31-10-12,,4,1,3,,1,0,2,8,0,0,0
9697,1951,Graduation,Married,,0,2,06-03-14,86,,,5,,7,2,8,6,0,0,0
3916,,,Together,,1,0,,92,639,8,58,3,7,3,12,7,0,,
2021,1975,Graduation,Married,,,1,27-03-13,47,563,,89,,6,,13,4,0,0,0
1581,1980,Graduation,Married,,1,0,10-10-13,18,2,0,3,1,1,,2,8,0,0,1
564,1981,,Together,,1,0,04-08-12,,746,8,8,7,8,6,9,6,0,0,1
6619,1978,Graduation,Married,,1,1,02-01-13,91,22,1,4,,,0,,7,0,0,0
9081,1988,Graduation,,20518,,0,18-05-14,,4,1,9,1,1,,2,5,0,0,0
178,,Graduation,Married,62503,0,1,18-02-13,40,478,0,117,4,8,3,11,,0,0,0
916,1972,PhD,Single,41644,1,,09-05-14,67,20,3,2,,1,0,3,3,0,0,0
,1977,Master,Married,55842,,1,23-05-14,19,451,0,24,1,7,1,8,5,0,0,0
8970,1972,,Married,62010,0,1,23-10-12,93,371,22,92,4,6,2,7,5,0,0,
10581,1977,Graduation,,41124,1,,,41,281,7,119,7,7,3,4,8,0,0,
5300,1973,Master,Married,38961,1,0,30-12-13,60,19,7,24,1,2,1,2,7,0,0,0
,1972,Master,Divorced,37760,1,0,11-08-13,54,26,3,0,1,2,,3,6,0,,0
8346,1974,Graduation,Single,32233,1,0,19-08-12,26,138,15,72,2,6,2,2,,0,0,1
1676,1975,,Married,,0,1,30-10-13,30,213,2,5,4,,2,5,5,0,0,0
9286,1960,Master,Together,83151,0,0,10-10-12,,407,28,18,1,5,9,4,3,,0,0
2426,1964,,Divorced,78825,0,0,14-09-12,35,483,74,18,,5,10,,3,0,0,1
5172,1976,Master,Together,65104,0,1,,4,738,0,50,2,3,5,7,7,0,0,0
5562,1974,Graduation,Married,60093,0,1,,92,502,12,90,2,7,2,10,6,0,0,0
3436,1969,Graduation,Married,14045,1,0,26-01-14,24,11,0,1,1,1,0,3,7,0,0,0
,1952,2n Cycle,,28457,0,0,28-10-12,96,24,1,14,1,4,1,4,8,0,0,0
3403,1958,PhD,Together,78952,0,1,,11,1170,19,134,2,2,5,12,6,0,0,0
22,,Graduation,Divorced,46310,1,,,99,185,2,14,2,6,1,,8,0,0,0
,1955,Graduation,Together,76005,,0,22-02-13,72,983,20,,,3,5,13,6,,0,0
,1964,Master,Single,58308,,1,12-01-13,77,,0,130,4,,6,3,8,0,0,
6605,1944,PhD,Divorced,55614,0,0,27-11-13,85,504,13,26,1,9,4,,,0,0,0
3136,,Master,Divorced,59432,0,,13-04-13,,317,25,12,3,5,3,,5,0,0,0
8737,1978,Graduation,Divorced,55563,0,1,05-04-14,22,29,1,2,1,2,0,3,3,,,
11088,1971,PhD,Together,78642,0,1,21-04-13,83,1396,0,17,1,4,9,4,6,0,0,0
716,1949,PhD,Together,67911,0,1,22-05-14,63,529,0,0,3,6,7,11,3,0,,
466,1944,Graduation,Married,65275,0,0,03-04-13,9,388,14,,1,4,3,,2,0,0,0
9135,,Graduation,,27203,,1,06-08-12,92,13,2,,2,,1,2,8,0,0,0
10623,1961,,Together,48330,0,1,15-11-13,2,28,0,,1,1,0,3,5,,,0
8151,1990,Basic,Married,24279,,0,29-12-12,,16,36,108,1,4,1,3,8,0,,0
5140,1985,PhD,Married,,1,0,24-08-12,66,1047,0,153,2,,3,12,8,0,0,0
10160,1956,Master,Together,50943,0,1,21-06-13,49,31,0,6,,1,0,3,,0,0,0
4945,1953,Graduation,Widow,53653,,0,07-11-12,29,815,10,108,2,,4,12,6,0,0,0
10584,1976,Graduation,Married,65665,,1,02-12-13,77,225,162,29,1,5,10,,,0,0,0
6071,1989,Graduation,Single,,0,0,,77,,70,84,1,,,,1,0,0,0
3386,1992,Graduation,Married,34935,,0,21-06-13,71,34,4,20,1,2,1,,7,0,0,0
8939,1959,Graduation,Divorced,61250,0,1,16-12-12,49,382,138,,6,5,2,,5,0,0,0
9925,1981,,Together,39665,1,0,25-05-13,97,127,1,31,3,4,2,,,0,0,0
4320,1979,Graduation,Single,,0,1,28-03-13,6,325,83,91,1,,4,,3,0,0,0
5389,1964,Graduation,Married,48920,0,2,20-10-13,93,238,17,,3,6,2,,7,0,0,0
6036,1959,Master,Together,89120,0,0,17-03-14,,1168,92,55,1,,6,,,,0,0
182,1946,PhD,Together,44124,0,1,11-05-13,62,,0,52,,6,2,,8,0,0,
,1975,,Single,81169,0,,14-04-13,47,1288,20,27,1,5,7,,2,0,0,0
11025,1961,,Married,36443,1,1,03-02-13,9,65,0,20,4,3,,3,8,0,0,
10203,1990,Graduation,Single,26095,1,,30-06-13,,,7,11,1,1,0,3,7,0,,0
,1959,Graduation,Together,71367,0,0,23-08-13,24,227,23,75,,4,5,7,2,0,0,0
3711,1944,Master,Married,80184,0,0,01-03-14,19,1035,134,0,1,6,,10,3,1,0,0
,1965,Graduation,,,1,1,27-01-14,67,,1,10,2,,0,3,7,0,0,0
,,Master,Single,73454,0,0,01-03-14,95,982,73,175,1,2,4,6,5,0,,0
9214,1991,Graduation,Married,42691,,,16-08-13,48,179,,58,1,5,1,6,5,0,0,0
4943,1953,Graduation,Married,70503,0,0,30-09-12,73,1379,,66,1,2,4,9,6,0,0,
35,1987,Graduation,Married,25545,1,0,08-09-12,35,32,,85,3,,,3,,0,0,1
2258,1986,Graduation,,32880,1,0,04-12-12,76,,,2,1,1,0,,8,0,0,0
4322,1958,,,77863,0,0,27-11-13,20,881,38,12,1,4,5,10,,0,0,0
713,,,Married,50353,,,,72,141,15,35,1,4,4,6,3,0,0,0
4702,1964,Graduation,Single,61839,0,,,20,1000,155,120,1,4,,4,8,0,0,
3281,1960,PhD,Married,49154,1,,03-11-13,69,206,10,71,6,,1,8,6,,0,0
702,1975,2n Cycle,Widow,,0,1,15-02-13,,,61,61,4,4,3,8,5,0,,0
2004,1969,,,72679,0,1,,,619,54,54,1,4,7,5,1,0,0,0
4769,1977,Master,Together,57954,1,1,18-06-14,52,456,4,9,7,,2,6,7,0,,0
4437,,Graduation,Married,65316,1,1,24-04-13,65,,6,38,2,3,2,,4,,0,0
8724,1982,Graduation,Single,28567,,0,,57,11,3,6,2,2,,3,6,0,0,0
10741,1951,Master,Together,47352,0,1,,,,,15,4,6,1,5,7,0,,0
1991,1967,,Together,44931,0,1,18-01-14,0,78,0,7,1,2,1,3,5,0,0,0
6931,1967,Graduation,Divorced,76982,0,0,,19,464,151,30,1,8,3,4,4,0,0,1
,,2n Cycle,Together,,0,1,08-08-13,,,4,6,2,2,,7,2,0,0,0
304,1981,,Single,22944,1,0,23-12-13,67,19,3,26,3,3,0,,7,,0,0
3665,1977,2n Cycle,,,1,0,07-11-13,46,1,,22,3,3,0,3,8,0,0,0
10591,1969,Graduation,,43638,0,1,06-08-12,,63,10,,,4,1,4,7,0,0,0
5036,1984,PhD,,,1,,28-11-12,38,252,3,102,2,4,,3,6,0,0,0
,1982,PhD,Married,84169,0,,07-08-13,9,,19,0,,7,6,6,,0,0,
7822,1976,,Together,54058,0,,04-06-13,56,198,18,54,,4,6,8,3,0,0,0
8541,1990,2n Cycle,Married,,,0,,98,8,4,6,2,2,0,4,5,,0,0
10955,1964,Graduation,,85620,0,0,07-01-14,68,416,46,46,1,3,,4,1,0,0,1
4368,,,Married,,1,0,03-12-13,72,42,7,10,,3,,4,6,0,0,0
,,Graduation,,19514,1,1,26-01-14,47,,3,28,,3,1,,,0,0,1
2256,1973,Master,Married,,1,,29-03-14,33,17,0,,2,1,,3,6,0,0,0
,,2n Cycle,Single,39548,1,1,,87,15,4,18,2,1,1,3,3,0,,0
5371,1989,Graduation,,21474,1,,08-04-14,0,6,16,34,,3,1,2,7,0,,1
9240,1971,PhD,Single,60504,0,1,07-02-14,73,458,0,34,2,6,2,8,6,0,0,0
9460,1963,Graduation,Married,,,0,18-04-13,74,30,3,42,1,3,2,2,,0,0,0
9504,1949,Master,Married,81698,0,0,06-11-13,,179,28,47,1,3,,13,1,,0,1
8692,1952,,Together,43462,1,,12-09-12,,90,17,15,6,4,,5,8,,0,0
,1978,PhD,Single,54880,1,0,01-03-13,57,308,85,118,2,6,,11,5,0,0,0
8314,,,,,0,,05-04-13,30,,129,111,1,5,6,,2,0,0,0
8420,1970,2n Cycle,Married,15315,0,0,03-08-13,27,,4,17,2,2,0,4,,,0,0
3174,1959,Graduation,Together,87771,0,1,,61,1492,,33,1,5,10,4,6,1,1,1
7685,1978,Graduation,,33039,1,0,09-09-13,4,30,8,12,1,2,0,4,5,0,0,
3179,1980,Graduation,Single,81741,0,0,16-06-13,75,249,153,38,0,6,6,7,2,0,0,0
9780,,Master,Together,71499,0,1,25-06-13,12,465,25,37,2,8,3,13,4,0,0,
,1970,2n Cycle,Married,62466,0,,15-01-14,13,,129,83,5,6,,12,4,0,0,0
,1963,PhD,Divorced,48799,,,,9,174,,24,,3,2,7,3,0,0,0
4184,1950,PhD,Together,52157,0,1,07-06-14,48,189,2,40,2,3,2,5,4,0,,0
9120,,Graduation,Single,66565,,1,05-12-12,,747,10,42,4,,2,9,8,0,,0
891,1951,Master,Together,,1,1,,,6,0,1,1,1,,2,5,0,0,0
,1979,Graduation,Single,47691,0,1,05-07-13,,14,0,4,1,1,0,2,,0,0,
3525,1970,Graduation,Together,38200,1,,07-12-12,19,12,0,1,1,1,0,,7,0,0,0
6818,1974,,Married,44989,0,1,12-09-12,26,98,,106,5,5,1,,6,0,,0
3526,1968,PhD,Married,38443,,1,27-01-14,58,32,0,1,2,,0,3,7,,0,0
8181,1978,2n Cycle,Single,38593,1,0,13-09-13,,51,12,24,3,4,1,3,8,0,0,0
1029,1970,PhD,Together,64413,0,1,01-08-13,27,200,5,20,1,5,1,5,5,,0,0
7369,1981,Master,Married,36959,1,0,02-10-13,56,25,6,,2,,0,3,,0,0,0
2574,,PhD,Married,61996,,1,31-01-13,27,1050,12,24,,6,4,8,5,1,,1
8159,1968,Graduation,Married,51287,1,1,01-04-14,10,117,0,30,3,4,1,3,7,0,0,0
1160,1970,Graduation,Married,13260,1,,23-08-13,48,9,4,7,4,3,0,3,8,0,0,0
10242,,PhD,Together,,1,1,16-09-13,39,56,0,8,2,2,0,4,,0,0,0
5253,1956,Master,Together,54603,1,1,09-07-13,85,,,4,6,4,,4,,0,,0
5966,1974,PhD,Married,45207,1,1,10-11-12,64,203,0,,5,3,,6,6,0,0,
5314,,,,40689,,1,18-03-13,69,270,,99,,7,1,5,8,,0,
5081,1967,2n Cycle,Together,47821,1,,20-10-13,54,9,,10,1,1,0,3,8,0,0,0
5123,,Master,Married,27450,0,0,15-04-13,57,,12,52,,2,1,3,7,0,,0
5756,1983,Graduation,Together,,,,03-04-14,64,46,,2,2,2,0,3,6,0,0,0
8036,1971,2n Cycle,Together,26850,1,1,18-04-14,10,31,1,9,,2,1,4,4,,0,0
9058,1955,Graduation,Widow,79800,0,0,23-09-12,65,1060,21,224,1,5,11,5,3,,0,1
5057,1961,Master,Married,61794,0,1,14-09-13,74,264,47,11,,4,4,10,2,0,0,0
254,1955,Graduation,Together,53863,0,1,17-05-14,4,399,4,30,3,7,1,7,7,0,0,0
4179,,,Together,24221,0,0,20-08-13,94,8,9,22,,1,1,,4,0,,0
3710,1984,PhD,Single,39684,1,,12-10-12,41,19,0,17,2,,1,2,7,0,0,1
7627,1975,,Married,92163,0,0,12-12-12,25,817,183,20,0,5,11,5,2,1,,1
4501,1965,Master,Single,69882,0,0,10-11-13,,292,127,165,1,3,7,9,1,0,,0
6424,1977,Graduation,Together,33178,1,0,30-01-14,9,12,6,16,1,,0,3,4,0,0,0
3075,1972,PhD,Married,59973,0,0,11-09-13,47,130,,0,1,3,4,,1,0,0,0
